date,code,code_name,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
1995-06-05,sh.000003,上证B股指数,56.2500,56.3400,55.6000,55.6100,56.2900,4921000,15697000.0000,3,0.001605,1,-1.208030,0.000000,0.000000,0.000000,0.000000,0
1995-06-06,sh.000003,上证B股指数,55.6000,56.1100,55.5900,55.7900,55.6100,4854900,14111000.0000,3,0.001583,1,0.323683,0.000000,0.000000,0.000000,0.000000,0
1995-06-07,sh.000003,上证B股指数,55.7900,55.8800,55.5400,55.5400,55.7900,4479200,13034000.0000,3,0.001458,1,-0.448109,0.000000,0.000000,0.000000,0.000000,0
1995-06-08,sh.000003,上证B股指数,55.5400,55.6600,55.3800,55.5700,55.5400,4112700,11659000.0000,3,0.001338,1,0.054013,0.000000,0.000000,0.000000,0.000000,0
1995-06-09,sh.000003,上证B股指数,55.5700,56.2000,55.5700,55.6800,55.5700,9819800,29631000.0000,3,0.003195,1,0.197950,0.000000,0.000000,0.000000,0.000000,0
1995-06-12,sh.000003,上证B股指数,55.6800,55.6900,55.0900,55.1400,55.6800,8636200,20372000.0000,3,0.002810,1,-0.969829,0.000000,0.000000,0.000000,0.000000,0
1995-06-13,sh.000003,上证B股指数,55.1400,55.3800,55.0600,55.1600,55.1400,6719300,17339000.0000,3,0.002187,1,0.036272,0.000000,0.000000,0.000000,0.000000,0
1995-06-14,sh.000003,上证B股指数,55.1600,55.1900,54.3800,54.9500,55.1600,6089600,18257000.0000,3,0.001982,1,-0.380709,0.000000,0.000000,0.000000,0.000000,0
1995-06-15,sh.000003,上证B股指数,54.9500,55.0300,54.7000,54.8700,54.9500,5517500,12934000.0000,3,0.001795,1,-0.145590,0.000000,0.000000,0.000000,0.000000,0
1995-06-16,sh.000003,上证B股指数,54.8700,54.9200,54.6400,54.8200,54.8700,3083000,8610000.0000,3,0.001003,1,-0.091123,0.000000,0.000000,0.000000,0.000000,0
1995-06-19,sh.000003,上证B股指数,54.7100,54.8400,54.7100,54.7600,54.8200,2028600,6213000.0000,3,0.000660,1,-0.109452,0.000000,0.000000,0.000000,0.000000,0
1995-06-20,sh.000003,上证B股指数,54.7600,54.8500,54.5500,54.7000,54.7600,6335200,17673000.0000,3,0.002062,1,-0.109565,0.000000,0.000000,0.000000,0.000000,0
1995-06-21,sh.000003,上证B股指数,54.4500,54.7200,54.4100,54.5500,54.7000,3673900,10457000.0000,3,0.001196,1,-0.274226,0.000000,0.000000,0.000000,0.000000,0
1995-06-22,sh.000003,上证B股指数,54.5500,54.6000,53.8900,53.9600,54.5500,10278200,28071000.0000,3,0.003345,1,-1.081577,0.000000,0.000000,0.000000,0.000000,0
1995-06-23,sh.000003,上证B股指数,53.9600,54.2300,53.9000,54.0700,53.9600,9783300,24935000.0000,3,0.003184,1,0.203856,0.000000,0.000000,0.000000,0.000000,0
1995-06-26,sh.000003,上证B股指数,54.0700,54.2200,53.8800,53.9700,54.0700,7913300,19840000.0000,3,0.002575,1,-0.184943,0.000000,0.000000,0.000000,0.000000,0
1995-06-27,sh.000003,上证B股指数,53.9700,54.5000,53.8900,54.5000,53.9700,9431200,22738000.0000,3,0.003069,1,0.982025,0.000000,0.000000,0.000000,0.000000,0
1995-06-28,sh.000003,上证B股指数,54.5000,54.5000,54.1100,54.1500,54.5000,7100100,16686000.0000,3,0.002310,1,-0.642199,0.000000,0.000000,0.000000,0.000000,0
1995-06-29,sh.000003,上证B股指数,54.1500,54.3000,53.6900,53.6900,54.1500,5382300,12316000.0000,3,0.001751,1,-0.849498,0.000000,0.000000,0.000000,0.000000,0
1995-06-30,sh.000003,上证B股指数,53.6900,53.8100,53.2600,53.4300,53.6900,14123400,47761000.0000,3,0.004596,1,-0.484258,0.000000,0.000000,0.000000,0.000000,0
1995-07-03,sh.000003,上证B股指数,53.4300,53.5100,53.3500,53.4000,53.4300,6236800,17643000.0000,3,0.002018,1,-0.056146,0.000000,0.000000,0.000000,0.000000,0
1995-07-04,sh.000003,上证B股指数,53.4000,53.6700,53.2700,53.6400,53.4000,1779800,5037000.0000,3,0.000576,1,0.449434,0.000000,0.000000,0.000000,0.000000,0
1995-07-05,sh.000003,上证B股指数,53.6400,53.8500,53.5400,53.6900,53.6400,2709600,6634000.0000,3,0.000877,1,0.093213,0.000000,0.000000,0.000000,0.000000,0
1995-07-06,sh.000003,上证B股指数,53.6900,54.2700,53.6900,54.1000,53.6900,5331600,13238000.0000,3,0.001725,1,0.763643,0.000000,0.000000,0.000000,0.000000,0
1995-07-07,sh.000003,上证B股指数,54.1000,54.3300,54.1000,54.3300,54.1000,6566100,19028000.0000,3,0.002125,1,0.425145,0.000000,0.000000,0.000000,0.000000,0
1995-07-10,sh.000003,上证B股指数,54.3300,54.8400,54.4100,54.6500,54.3300,0,0.0000,3,0.000000,1,0.588993,0.000000,0.000000,0.000000,0.000000,0
1995-07-11,sh.000003,上证B股指数,54.8500,55.0300,54.7800,54.8900,54.6500,7554600,21598000.0000,3,0.002444,1,0.439154,0.000000,0.000000,0.000000,0.000000,0
1995-07-12,sh.000003,上证B股指数,54.8900,55.1100,54.6000,54.6900,54.8900,4856400,17999000.0000,3,0.001571,1,-0.364366,0.000000,0.000000,0.000000,0.000000,0
1995-07-13,sh.000003,上证B股指数,54.6900,54.7900,54.4600,54.7500,54.6900,7781700,20553000.0000,3,0.002518,1,0.109712,0.000000,0.000000,0.000000,0.000000,0
1995-07-14,sh.000003,上证B股指数,55.0900,55.8900,55.0900,55.8500,54.7500,9475300,29882000.0000,3,0.003066,1,2.009130,0.000000,0.000000,0.000000,0.000000,0
1995-07-17,sh.000003,上证B股指数,55.8500,56.4000,55.8500,56.2900,55.8500,11526200,29003000.0000,3,0.003729,1,0.787829,0.000000,0.000000,0.000000,0.000000,0
1995-07-18,sh.000003,上证B股指数,56.2900,56.5200,56.1900,56.5100,56.2900,10208800,23138000.0000,3,0.003303,1,0.390829,0.000000,0.000000,0.000000,0.000000,0
1995-07-19,sh.000003,上证B股指数,56.5100,56.7300,56.3300,56.7300,56.5100,10587700,30358000.0000,3,0.003426,1,0.389314,0.000000,0.000000,0.000000,0.000000,0
1995-07-20,sh.000003,上证B股指数,56.7300,56.8300,56.5100,56.6900,56.7300,10203300,27227000.0000,3,0.003301,1,-0.070511,0.000000,0.000000,0.000000,0.000000,0
1995-07-21,sh.000003,上证B股指数,56.6900,56.8400,56.3800,56.7600,56.6900,8996100,25622000.0000,3,0.002911,1,0.123478,0.000000,0.000000,0.000000,0.000000,0
1995-07-24,sh.000003,上证B股指数,56.7600,57.1300,56.7600,57.1300,56.7600,5866000,19435000.0000,3,0.001898,1,0.651872,0.000000,0.000000,0.000000,0.000000,0
1995-07-25,sh.000003,上证B股指数,57.1300,57.2000,56.6600,56.9000,57.1300,14923100,41846000.0000,3,0.004829,1,-0.402590,0.000000,0.000000,0.000000,0.000000,0
1995-07-26,sh.000003,上证B股指数,56.9000,57.0800,56.7800,57.0800,56.9000,9961000,26818000.0000,3,0.003223,1,0.316345,0.000000,0.000000,0.000000,0.000000,0
1995-07-27,sh.000003,上证B股指数,57.0800,57.0900,56.7900,56.8400,57.0800,22537000,59640000.0000,3,0.007108,1,-0.420465,0.000000,0.000000,0.000000,0.000000,0
1995-07-28,sh.000003,上证B股指数,56.8400,57.3600,56.8400,57.3600,56.8400,15563000,45537000.0000,3,0.004909,1,0.914849,0.000000,0.000000,0.000000,0.000000,0
1995-07-31,sh.000003,上证B股指数,57.3600,58.6200,57.3600,58.6200,57.3600,14238000,39463000.0000,3,0.004491,1,2.196650,0.000000,0.000000,0.000000,0.000000,0
1995-08-01,sh.000003,上证B股指数,58.6200,59.8400,58.5400,59.8200,58.6200,17638700,48701000.0000,3,0.005563,1,2.047084,0.000000,0.000000,0.000000,0.000000,0
1995-08-02,sh.000003,上证B股指数,59.8200,61.2900,59.8200,60.4000,59.8200,30036700,87305000.0000,3,0.009474,1,0.969578,0.000000,0.000000,0.000000,0.000000,0
1995-08-03,sh.000003,上证B股指数,60.4000,60.8800,60.0700,60.5900,60.4000,18276900,54618000.0000,3,0.005765,1,0.314567,0.000000,0.000000,0.000000,0.000000,0
1995-08-04,sh.000003,上证B股指数,60.5900,60.7300,59.9800,60.5700,60.5900,10866300,29508000.0000,3,0.003427,1,-0.033009,0.000000,0.000000,0.000000,0.000000,0
1995-08-07,sh.000003,上证B股指数,60.5700,61.2900,60.5200,61.2900,60.5700,8627400,26014000.0000,3,0.002721,1,1.188709,0.000000,0.000000,0.000000,0.000000,0
1995-08-08,sh.000003,上证B股指数,61.2900,61.9200,61.1800,61.8900,61.2900,13201500,38584000.0000,3,0.004164,1,0.978950,0.000000,0.000000,0.000000,0.000000,0
1995-08-09,sh.000003,上证B股指数,61.8700,61.9100,61.1900,61.4700,61.8900,13265900,48313000.0000,3,0.004184,1,-0.678620,0.000000,0.000000,0.000000,0.000000,0
1995-08-10,sh.000003,上证B股指数,61.4700,62.3100,61.3600,62.2300,61.4700,9429300,31329000.0000,3,0.002974,1,1.236373,0.000000,0.000000,0.000000,0.000000,0
1995-08-11,sh.000003,上证B股指数,62.2300,62.5000,61.8400,62.0800,62.2300,11008700,34310000.0000,3,0.003472,1,-0.241038,0.000000,0.000000,0.000000,0.000000,0
1995-08-14,sh.000003,上证B股指数,62.0800,62.1400,61.5500,61.8600,62.0800,6001100,20503000.0000,3,0.001893,1,-0.354383,0.000000,0.000000,0.000000,0.000000,0
1995-08-15,sh.000003,上证B股指数,61.8600,61.8700,61.0600,61.2500,61.8600,5967200,23322000.0000,3,0.001882,1,-0.986099,0.000000,0.000000,0.000000,0.000000,0
1995-08-16,sh.000003,上证B股指数,61.2500,61.3900,60.0000,60.4600,61.2500,6968200,19789000.0000,3,0.002198,1,-1.289797,0.000000,0.000000,0.000000,0.000000,0
1995-08-17,sh.000003,上证B股指数,60.4600,60.6300,59.8800,60.0800,60.4600,5562000,16798000.0000,3,0.001754,1,-0.628510,0.000000,0.000000,0.000000,0.000000,0
1995-08-18,sh.000003,上证B股指数,60.0800,60.6000,60.0800,60.5900,60.0800,5126900,17362000.0000,3,0.001617,1,0.848865,0.000000,0.000000,0.000000,0.000000,0
1995-08-21,sh.000003,上证B股指数,60.5900,60.6400,59.9400,60.0500,60.5900,6043600,19547000.0000,3,0.001906,1,-0.891238,0.000000,0.000000,0.000000,0.000000,0
1995-08-22,sh.000003,上证B股指数,60.0500,60.8400,60.0500,60.8400,60.0500,9217800,36171000.0000,3,0.002907,1,1.315572,0.000000,0.000000,0.000000,0.000000,0
1995-08-23,sh.000003,上证B股指数,60.8400,62.7300,60.8400,62.7100,60.8400,18736300,66971000.0000,3,0.005909,1,3.073634,0.000000,0.000000,0.000000,0.000000,0
1995-08-24,sh.000003,上证B股指数,62.7100,63.7600,62.7100,63.1100,62.7100,19416800,67664000.0000,3,0.006124,1,0.637859,0.000000,0.000000,0.000000,0.000000,0
1995-08-25,sh.000003,上证B股指数,63.1100,63.1600,61.7300,63.1200,63.1100,10414200,36752000.0000,3,0.003285,1,0.015843,0.000000,0.000000,0.000000,0.000000,0
1995-08-28,sh.000003,上证B股指数,63.1200,63.1700,62.6900,62.9400,63.1200,7245600,23132000.0000,3,0.002285,1,-0.285172,0.000000,0.000000,0.000000,0.000000,0
1995-08-29,sh.000003,上证B股指数,62.9400,63.8100,62.7800,63.1300,62.9400,8703600,31638000.0000,3,0.002745,1,0.301879,0.000000,0.000000,0.000000,0.000000,0
1995-08-30,sh.000003,上证B股指数,63.1300,63.4000,61.6400,61.7300,63.1300,10251300,32317000.0000,3,0.003233,1,-2.217649,0.000000,0.000000,0.000000,0.000000,0
1995-08-31,sh.000003,上证B股指数,61.7300,61.9100,60.8700,61.1300,61.7300,5823900,16246000.0000,3,0.001837,1,-0.971972,0.000000,0.000000,0.000000,0.000000,0
1995-09-01,sh.000003,上证B股指数,61.1300,61.4100,61.0600,61.2400,61.1300,6308500,19259000.0000,3,0.001990,1,0.179945,0.000000,0.000000,0.000000,0.000000,0
1995-09-04,sh.000003,上证B股指数,61.2400,61.3300,60.4200,60.7600,61.2400,5084900,17544000.0000,3,0.001604,1,-0.783807,0.000000,0.000000,0.000000,0.000000,0
1995-09-05,sh.000003,上证B股指数,60.7600,61.4600,60.7600,60.9800,60.7600,5859100,21563000.0000,3,0.001848,1,0.362082,0.000000,0.000000,0.000000,0.000000,0
1995-09-06,sh.000003,上证B股指数,60.9800,62.2000,60.9800,62.2000,60.9800,5723500,23049000.0000,3,0.001805,1,2.000658,0.000000,0.000000,0.000000,0.000000,0
1995-09-07,sh.000003,上证B股指数,62.2000,62.2000,61.7600,61.7800,62.2000,8113900,31423000.0000,3,0.002559,1,-0.675244,0.000000,0.000000,0.000000,0.000000,0
1995-09-08,sh.000003,上证B股指数,61.7800,62.1200,61.5800,61.7600,61.7800,5818900,19217000.0000,3,0.001835,1,-0.032374,0.000000,0.000000,0.000000,0.000000,0
1995-09-11,sh.000003,上证B股指数,61.7600,62.0000,61.6100,61.9800,61.7600,8329500,38054000.0000,3,0.002627,1,0.356220,0.000000,0.000000,0.000000,0.000000,0
1995-09-12,sh.000003,上证B股指数,61.9800,62.3400,61.8900,62.2700,61.9800,3526100,12458000.0000,3,0.001112,1,0.467894,0.000000,0.000000,0.000000,0.000000,0
1995-09-13,sh.000003,上证B股指数,62.2700,62.3800,61.6800,61.6800,62.2700,7307300,31829000.0000,3,0.002305,1,-0.947487,0.000000,0.000000,0.000000,0.000000,0
1995-09-14,sh.000003,上证B股指数,61.6800,61.7600,60.7700,61.4300,61.6800,6608400,18822000.0000,3,0.002084,1,-0.405318,0.000000,0.000000,0.000000,0.000000,0
1995-09-15,sh.000003,上证B股指数,61.4300,61.7900,61.3000,61.7900,61.4300,8794700,45459000.0000,3,0.002774,1,0.586034,0.000000,0.000000,0.000000,0.000000,0
1995-09-18,sh.000003,上证B股指数,61.7900,61.8400,61.3300,61.4300,61.7900,3482300,12488000.0000,3,0.001098,1,-0.582619,0.000000,0.000000,0.000000,0.000000,0
1995-09-19,sh.000003,上证B股指数,61.4300,61.4900,60.6200,60.7300,61.4300,4042300,13793000.0000,3,0.001275,1,-1.139510,0.000000,0.000000,0.000000,0.000000,0
1995-09-20,sh.000003,上证B股指数,60.7300,60.9000,60.3600,60.6300,60.7300,7704800,32069000.0000,3,0.002430,1,-0.164661,0.000000,0.000000,0.000000,0.000000,0
1995-09-21,sh.000003,上证B股指数,60.6300,60.6600,60.0900,60.2200,60.6300,6309500,15834000.0000,3,0.001990,1,-0.676233,0.000000,0.000000,0.000000,0.000000,0
1995-09-22,sh.000003,上证B股指数,60.2200,60.2700,59.6800,59.9200,60.2200,5174000,16702000.0000,3,0.001632,1,-0.498178,0.000000,0.000000,0.000000,0.000000,0
1995-09-25,sh.000003,上证B股指数,59.9200,59.9200,59.1100,59.2300,59.9200,14618000,40824000.0000,3,0.004603,1,-1.151533,0.000000,0.000000,0.000000,0.000000,0
1995-09-26,sh.000003,上证B股指数,59.2300,59.4000,58.9600,59.3500,59.2300,8502300,22424000.0000,3,0.002677,1,0.202598,0.000000,0.000000,0.000000,0.000000,0
1995-09-27,sh.000003,上证B股指数,59.3500,59.5900,58.8100,58.8300,59.3500,7288500,30601000.0000,3,0.002295,1,-0.876153,0.000000,0.000000,0.000000,0.000000,0
1995-09-28,sh.000003,上证B股指数,58.8300,58.8300,58.3100,58.3900,58.8300,11457500,45171000.0000,3,0.003608,1,-0.747922,0.000000,0.000000,0.000000,0.000000,0
1995-09-29,sh.000003,上证B股指数,58.3900,58.7200,58.2200,58.3200,58.3900,5006100,18087000.0000,3,0.001576,1,-0.119883,0.000000,0.000000,0.000000,0.000000,0
1995-10-04,sh.000003,上证B股指数,58.3200,58.7900,58.3200,58.4300,58.3200,4079200,16016000.0000,3,0.001285,1,0.188616,0.000000,0.000000,0.000000,0.000000,0
1995-10-05,sh.000003,上证B股指数,58.4300,58.7800,58.4300,58.5700,58.4300,6653400,22445000.0000,3,0.002095,1,0.239602,0.000000,0.000000,0.000000,0.000000,0
1995-10-06,sh.000003,上证B股指数,58.5700,58.7700,58.1700,58.2100,58.5700,3849100,12137000.0000,3,0.001212,1,-0.614650,0.000000,0.000000,0.000000,0.000000,0
1995-10-09,sh.000003,上证B股指数,58.2100,58.4200,56.9800,57.8600,58.2100,3512300,15376000.0000,3,0.001106,1,-0.601269,0.000000,0.000000,0.000000,0.000000,0
1995-10-10,sh.000003,上证B股指数,57.8600,57.8600,57.6000,57.6500,57.8600,2812700,12138000.0000,3,0.000886,1,-0.362943,0.000000,0.000000,0.000000,0.000000,0
1995-10-11,sh.000003,上证B股指数,57.6500,57.8500,57.5600,57.6800,57.6500,1998600,6986000.0000,3,0.000629,1,0.052036,0.000000,0.000000,0.000000,0.000000,0
1995-10-12,sh.000003,上证B股指数,57.6800,57.8200,57.3300,57.4000,57.6800,1414600,3749000.0000,3,0.000445,1,-0.485435,0.000000,0.000000,0.000000,0.000000,0
1995-10-13,sh.000003,上证B股指数,57.4000,57.4000,56.6900,56.7600,57.4000,2151500,5272000.0000,3,0.000678,1,-1.114988,0.000000,0.000000,0.000000,0.000000,0
1995-10-16,sh.000003,上证B股指数,56.7600,57.1100,56.4800,56.6000,56.7600,3669400,11747000.0000,3,0.001156,1,-0.281888,0.000000,0.000000,0.000000,0.000000,0
1995-10-17,sh.000003,上证B股指数,56.6000,56.6600,56.1700,56.2800,56.6000,4205200,13581000.0000,3,0.001324,1,-0.565370,0.000000,0.000000,0.000000,0.000000,0
1995-10-18,sh.000003,上证B股指数,56.2800,56.6000,56.1900,56.5300,56.2800,5721500,19248000.0000,3,0.001802,1,0.444207,0.000000,0.000000,0.000000,0.000000,0
1995-10-19,sh.000003,上证B股指数,56.5300,56.8200,56.2500,56.7000,56.5300,8492900,30382000.0000,3,0.002674,1,0.300729,0.000000,0.000000,0.000000,0.000000,0
1995-10-20,sh.000003,上证B股指数,56.7000,56.8000,55.9400,56.2400,56.7000,12266900,48703000.0000,3,0.003734,1,-0.811286,0.000000,0.000000,0.000000,0.000000,0
1995-10-23,sh.000003,上证B股指数,56.2400,56.3300,55.6500,55.8400,56.2400,9883600,35917000.0000,3,0.003008,1,-0.711240,0.000000,0.000000,0.000000,0.000000,0
1995-10-24,sh.000003,上证B股指数,55.8400,55.8900,55.1800,55.2200,55.8400,8773600,26588000.0000,3,0.002670,1,-1.110313,0.000000,0.000000,0.000000,0.000000,0
1995-10-25,sh.000003,上证B股指数,55.2200,55.3900,54.7800,54.7800,55.2200,8246000,26614000.0000,3,0.002510,1,-0.796817,0.000000,0.000000,0.000000,0.000000,0
1995-10-26,sh.000003,上证B股指数,54.7800,55.0400,54.3500,54.4400,54.7800,5866100,16699000.0000,3,0.001785,1,-0.620665,0.000000,0.000000,0.000000,0.000000,0
1995-10-27,sh.000003,上证B股指数,54.4400,54.5200,54.0500,54.3300,54.4400,3553700,12938000.0000,3,0.001082,1,-0.202051,0.000000,0.000000,0.000000,0.000000,0
1995-10-30,sh.000003,上证B股指数,54.3300,54.3800,53.9000,54.3700,54.3300,1895000,5106000.0000,3,0.000577,1,0.073619,0.000000,0.000000,0.000000,0.000000,0
1995-10-31,sh.000003,上证B股指数,54.3700,55.0400,54.2500,55.0400,54.3700,5978100,16483000.0000,3,0.001819,1,1.232301,0.000000,0.000000,0.000000,0.000000,0
1995-11-01,sh.000003,上证B股指数,55.0400,55.2600,54.4800,54.6100,55.0400,1759200,4138000.0000,3,0.000535,1,-0.781250,0.000000,0.000000,0.000000,0.000000,0
1995-11-02,sh.000003,上证B股指数,54.6100,54.8400,54.1900,54.3900,54.6100,7359300,17177000.0000,3,0.002240,1,-0.402859,0.000000,0.000000,0.000000,0.000000,0
1995-11-03,sh.000003,上证B股指数,54.3900,54.4900,54.2700,54.3200,54.3900,6946900,20435000.0000,3,0.002114,1,-0.128700,0.000000,0.000000,0.000000,0.000000,0
1995-11-06,sh.000003,上证B股指数,54.3200,54.3200,53.7600,53.7600,54.3200,2712800,8994000.0000,3,0.000826,1,-1.030930,0.000000,0.000000,0.000000,0.000000,0
1995-11-07,sh.000003,上证B股指数,53.7600,53.8100,52.6600,52.7200,53.7600,6164500,20619000.0000,3,0.001876,1,-1.934518,0.000000,0.000000,0.000000,0.000000,0
1995-11-08,sh.000003,上证B股指数,52.7200,52.7200,51.4300,51.5400,52.7200,5556400,17856000.0000,3,0.001691,1,-2.238240,0.000000,0.000000,0.000000,0.000000,0
1995-11-09,sh.000003,上证B股指数,51.5400,51.6200,51.1800,51.2000,51.5400,6097300,18571000.0000,3,0.001856,1,-0.659682,0.000000,0.000000,0.000000,0.000000,0
1995-11-10,sh.000003,上证B股指数,51.2000,51.9900,50.8300,51.9400,51.2000,11544100,34847000.0000,3,0.003514,1,1.445308,0.000000,0.000000,0.000000,0.000000,0
1995-11-13,sh.000003,上证B股指数,51.9400,52.6700,51.9400,52.5300,51.9400,8614300,27588000.0000,3,0.002622,1,1.135926,0.000000,0.000000,0.000000,0.000000,0
1995-11-14,sh.000003,上证B股指数,52.5300,52.5600,51.6300,51.6300,52.5300,12492100,52977000.0000,3,0.003802,1,-1.713302,0.000000,0.000000,0.000000,0.000000,0
1995-11-15,sh.000003,上证B股指数,51.6300,51.8100,51.4600,51.5600,51.6300,10851600,35091000.0000,3,0.003303,1,-0.135579,0.000000,0.000000,0.000000,0.000000,0
1995-11-16,sh.000003,上证B股指数,51.5600,51.6200,50.8100,50.9100,51.5600,8259700,24493000.0000,3,0.002514,1,-1.260670,0.000000,0.000000,0.000000,0.000000,0
1995-11-17,sh.000003,上证B股指数,50.9100,51.0000,49.9600,50.4700,50.9100,5856300,16213000.0000,3,0.001782,1,-0.864268,0.000000,0.000000,0.000000,0.000000,0
1995-11-20,sh.000003,上证B股指数,50.4700,50.9300,50.3800,50.7100,50.4700,4121900,11768000.0000,3,0.001255,1,0.475526,0.000000,0.000000,0.000000,0.000000,0
1995-11-21,sh.000003,上证B股指数,50.7100,50.8600,50.4500,50.7100,50.7100,8741000,27562000.0000,3,0.002660,1,0.000000,0.000000,0.000000,0.000000,0.000000,0
1995-11-22,sh.000003,上证B股指数,50.7100,50.7900,50.2300,50.3700,50.7100,3837000,10090000.0000,3,0.001168,1,-0.670480,0.000000,0.000000,0.000000,0.000000,0
1995-11-23,sh.000003,上证B股指数,50.3700,51.4300,50.1900,50.4000,50.3700,5549900,12971000.0000,3,0.001689,1,0.059564,0.000000,0.000000,0.000000,0.000000,0
1995-11-24,sh.000003,上证B股指数,50.4000,50.5700,50.2500,50.5700,50.4000,4501400,13639000.0000,3,0.001370,1,0.337298,0.000000,0.000000,0.000000,0.000000,0
1995-11-27,sh.000003,上证B股指数,50.5700,50.7200,50.0700,50.0800,50.5700,5134100,14405000.0000,3,0.001563,1,-0.968950,0.000000,0.000000,0.000000,0.000000,0
1995-11-28,sh.000003,上证B股指数,50.0800,50.4700,50.0000,50.4700,50.0800,3327600,9250000.0000,3,0.001013,1,0.778753,0.000000,0.000000,0.000000,0.000000,0
1995-11-29,sh.000003,上证B股指数,50.4700,50.6700,50.2100,50.6300,50.4700,3791500,10646000.0000,3,0.001154,1,0.317020,0.000000,0.000000,0.000000,0.000000,0
1995-11-30,sh.000003,上证B股指数,50.6300,50.7500,50.4600,50.6400,50.6300,4998600,13363000.0000,3,0.001521,1,0.019748,0.000000,0.000000,0.000000,0.000000,0
1995-12-01,sh.000003,上证B股指数,50.6400,50.7100,50.0900,50.5300,50.6400,6445500,20354000.0000,3,0.001962,1,-0.217221,0.000000,0.000000,0.000000,0.000000,0
1995-12-04,sh.000003,上证B股指数,50.5300,50.7600,50.4500,50.6000,50.5300,4057100,14144000.0000,3,0.001235,1,0.138531,0.000000,0.000000,0.000000,0.000000,0
1995-12-05,sh.000003,上证B股指数,50.6000,51.1300,50.6000,50.7700,50.6000,3699000,9019000.0000,3,0.001126,1,0.335972,0.000000,0.000000,0.000000,0.000000,0
1995-12-06,sh.000003,上证B股指数,50.7700,50.9700,50.3900,50.3900,50.7700,3706800,8495000.0000,3,0.001128,1,-0.748476,0.000000,0.000000,0.000000,0.000000,0
1995-12-07,sh.000003,上证B股指数,50.3900,50.4900,49.9800,50.3800,50.3900,2721200,6448000.0000,3,0.000828,1,-0.019842,0.000000,0.000000,0.000000,0.000000,0
1995-12-08,sh.000003,上证B股指数,50.3800,50.5700,49.4600,49.7200,50.3800,3700200,9204000.0000,3,0.001126,1,-1.310043,0.000000,0.000000,0.000000,0.000000,0
1995-12-11,sh.000003,上证B股指数,49.7200,49.7400,49.2400,49.4900,49.7200,2424200,5981000.0000,3,0.000738,1,-0.462590,0.000000,0.000000,0.000000,0.000000,0
1995-12-12,sh.000003,上证B股指数,49.4900,49.5200,48.5500,48.6700,49.4900,4571000,11555000.0000,3,0.001391,1,-1.656907,0.000000,0.000000,0.000000,0.000000,0
1995-12-13,sh.000003,上证B股指数,48.6700,49.2300,48.6700,49.0300,48.6700,5178500,14434000.0000,3,0.001576,1,0.739677,0.000000,0.000000,0.000000,0.000000,0
1995-12-14,sh.000003,上证B股指数,49.0300,49.1800,48.9000,48.9900,49.0300,4060900,8823000.0000,3,0.001236,1,-0.081577,0.000000,0.000000,0.000000,0.000000,0
1995-12-15,sh.000003,上证B股指数,48.9900,49.5100,48.9900,49.1300,48.9900,4150900,11061000.0000,3,0.001263,1,0.285771,0.000000,0.000000,0.000000,0.000000,0
1995-12-18,sh.000003,上证B股指数,49.1300,49.3600,48.9500,49.2600,49.1300,3598200,13600000.0000,3,0.001095,1,0.264599,0.000000,0.000000,0.000000,0.000000,0
1995-12-19,sh.000003,上证B股指数,49.2600,49.2600,48.8900,48.9300,49.2600,2565900,9830000.0000,3,0.000781,1,-0.669911,0.000000,0.000000,0.000000,0.000000,0
1995-12-20,sh.000003,上证B股指数,48.9300,49.1200,48.7800,48.9700,48.9300,4501200,15973000.0000,3,0.001370,1,0.081751,0.000000,0.000000,0.000000,0.000000,0
1995-12-21,sh.000003,上证B股指数,48.9700,48.9900,48.5700,48.8200,48.9700,4860700,14872000.0000,3,0.001479,1,-0.306313,0.000000,0.000000,0.000000,0.000000,0
1995-12-22,sh.000003,上证B股指数,48.8200,48.8800,47.4300,47.8000,48.8200,5531100,13713000.0000,3,0.001683,1,-2.089309,0.000000,0.000000,0.000000,0.000000,0
1995-12-25,sh.000003,上证B股指数,47.8000,47.8500,47.0300,47.1000,47.8000,1694200,4393000.0000,3,0.000516,1,-1.464437,0.000000,0.000000,0.000000,0.000000,0
1995-12-26,sh.000003,上证B股指数,47.1000,47.4300,47.1000,47.2500,47.1000,1249000,2497000.0000,3,0.000380,1,0.318475,0.000000,0.000000,0.000000,0.000000,0
1995-12-27,sh.000003,上证B股指数,47.2500,47.8000,47.1300,47.7700,47.2500,3028600,9690000.0000,3,0.000922,1,1.100530,0.000000,0.000000,0.000000,0.000000,0
1995-12-28,sh.000003,上证B股指数,47.7700,48.6100,47.7700,48.5400,47.7700,5083200,16819000.0000,3,0.001547,1,1.611891,0.000000,0.000000,0.000000,0.000000,0
1995-12-29,sh.000003,上证B股指数,48.5400,48.7900,47.5400,47.6900,48.5400,3326100,8517000.0000,3,0.001012,1,-1.751138,0.000000,0.000000,0.000000,0.000000,0
1996-01-02,sh.000003,上证B股指数,47.6900,49.0300,47.6900,48.6700,47.6900,2248500,4076000.0000,3,0.000684,1,2.054937,0.000000,0.000000,0.000000,0.000000,0
1996-01-03,sh.000003,上证B股指数,48.6700,49.3600,48.5700,49.2300,48.6700,4376700,13712000.0000,3,0.001332,1,1.150609,0.000000,0.000000,0.000000,0.000000,0
