date,code,code_name,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
1992-05-04,sh.000003,上证B股指数,112.68,112.68,112.68,112.68,112.68,579000,463000.0,3,0.579,1,0.0,0.0,0.0,0.0,0.0,0
1992-05-05,sh.000003,上证B股指数,112.68,112.68,112.68,112.68,112.68,247000,197000.0,3,0.247,1,0.0,0.0,0.0,0.0,0.0,0
1992-05-06,sh.000003,上证B股指数,111.27,112.68,111.27,111.27,112.68,9000,7000.0,3,0.009,1,-1.251334,0.0,0.0,0.0,0.0,0
1992-05-07,sh.000003,上证B股指数,110.42,111.27,109.86,109.86,111.27,410000,319000.0,3,0.41,1,-1.267184,0.0,0.0,0.0,0.0,0
1992-05-08,sh.000003,上证B股指数,109.86,110.56,108.45,109.15,109.86,197000,153000.0,3,0.197,1,-0.646276,0.0,0.0,0.0,0.0,0
1992-05-11,sh.000003,上证B股指数,109.15,109.15,107.04,107.04,109.15,124000,94000.0,3,0.124,1,-1.93312,0.0,0.0,0.0,0.0,0
1992-05-12,sh.000003,上证B股指数,107.04,107.04,105.63,105.63,107.04,35000,26000.0,3,0.035,1,-1.317268,0.0,0.0,0.0,0.0,0
1992-05-13,sh.000003,上证B股指数,104.93,105.63,104.51,104.51,105.63,117000,87000.0,3,0.117,1,-1.0603,0.0,0.0,0.0,0.0,0
1992-05-14,sh.000003,上证B股指数,104.23,104.72,103.45,103.45,104.51,245000,180000.0,3,0.245,1,-1.014262,0.0,0.0,0.0,0.0,0
1992-05-15,sh.000003,上证B股指数,104.23,104.37,102.82,104.37,103.45,3300000,2435000.0,3,3.3,1,0.889324,0.0,0.0,0.0,0.0,0
1992-05-18,sh.000003,上证B股指数,104.37,109.86,104.37,109.86,104.37,130000,100000.0,3,0.13,1,5.26013,0.0,0.0,0.0,0.0,0
1992-05-19,sh.000003,上证B股指数,109.86,110.21,108.45,109.15,109.86,2755000,2124000.0,3,2.755,1,-0.646276,0.0,0.0,0.0,0.0,0
1992-05-20,sh.000003,上证B股指数,108.45,112.68,105.63,111.97,109.15,1797000,1390000.0,3,1.797,1,2.5836,0.0,0.0,0.0,0.0,0
1992-05-21,sh.000003,上证B股指数,112.61,115.49,109.86,114.08,111.97,2665000,2139000.0,3,2.665,1,1.884434,0.0,0.0,0.0,0.0,0
1992-05-22,sh.000003,上证B股指数,120.07,133.1,114.08,130.99,114.08,2574500,2284000.0,3,2.5745,1,14.82293,0.0,0.0,0.0,0.0,0
1992-05-25,sh.000003,上证B股指数,132.39,140.85,126.76,135.21,130.99,1827000,1747000.0,3,1.827,1,3.221621,0.0,0.0,0.0,0.0,0
1992-05-26,sh.000003,上证B股指数,140.7,140.85,130.99,139.44,135.21,2118000,2054000.0,3,2.118,1,3.128464,0.0,0.0,0.0,0.0,0
1992-05-27,sh.000003,上证B股指数,139.44,140.14,136.62,137.32,139.44,1717000,1696000.0,3,1.717,1,-1.520364,0.0,0.0,0.0,0.0,0
1992-05-28,sh.000003,上证B股指数,126.76,137.32,119.72,119.72,137.32,266000,237000.0,3,0.266,1,-12.81678,0.0,0.0,0.0,0.0,0
1992-05-29,sh.000003,上证B股指数,123.94,126.76,118.31,125.35,119.72,150000,131000.0,3,0.15,1,4.702637,0.0,0.0,0.0,0.0,0
1992-06-01,sh.000003,上证B股指数,130.99,133.8,123.94,129.58,125.35,42000,38000.0,3,0.042,1,3.374554,0.0,0.0,0.0,0.0,0
1992-06-02,sh.000003,上证B股指数,129.58,129.58,126.76,126.76,129.58,46000,42000.0,3,0.046,1,-2.176261,0.0,0.0,0.0,0.0,0
1992-06-03,sh.000003,上证B股指数,125.35,126.76,125.35,126.76,126.76,138000,123000.0,3,0.138,1,0.0,0.0,0.0,0.0,0.0,0
1992-06-04,sh.000003,上证B股指数,126.76,126.76,126.76,126.76,126.76,30000,26000.0,3,0.03,1,0.0,0.0,0.0,0.0,0.0,0
1992-06-05,sh.000003,上证B股指数,126.76,126.76,124.65,124.65,126.76,88000,78000.0,3,0.088,1,-1.664563,0.0,0.0,0.0,0.0,0
1992-06-08,sh.000003,上证B股指数,121.13,126.76,121.13,123.24,124.65,154000,134000.0,3,0.154,1,-1.13117,0.0,0.0,0.0,0.0,0
1992-06-09,sh.000003,上证B股指数,125.35,126.76,123.24,125.35,123.24,134000,119000.0,3,0.134,1,1.712107,0.0,0.0,0.0,0.0,0
1992-06-10,sh.000003,上证B股指数,125.7,125.7,125.35,125.35,125.35,88000,78000.0,3,0.088,1,0.0,0.0,0.0,0.0,0.0,0
1992-06-11,sh.000003,上证B股指数,125.35,125.35,125.35,125.35,125.35,120000,106000.0,3,0.12,1,0.0,0.0,0.0,0.0,0.0,0
1992-06-12,sh.000003,上证B股指数,123.94,126.76,123.94,123.94,125.35,817000,719000.0,3,0.817,1,-1.124847,0.0,0.0,0.0,0.0,0
1992-06-15,sh.000003,上证B股指数,123.94,126.76,123.94,123.94,123.94,640000,567000.0,3,0.64,1,0.0,0.0,0.0,0.0,0.0,0
1992-06-16,sh.000003,上证B股指数,123.94,123.94,123.94,123.94,123.94,81000,71000.0,3,0.081,1,0.0,0.0,0.0,0.0,0.0,0
1992-06-17,sh.000003,上证B股指数,123.94,123.94,122.54,122.54,123.94,30000,26000.0,3,0.03,1,-1.12958,0.0,0.0,0.0,0.0,0
1992-06-18,sh.000003,上证B股指数,122.54,122.54,117.61,118.31,122.54,410000,345000.0,3,0.41,1,-3.451937,0.0,0.0,0.0,0.0,0
1992-06-19,sh.000003,上证B股指数,118.31,121.13,116.9,116.9,118.31,225000,188000.0,3,0.225,1,-1.191781,0.0,0.0,0.0,0.0,0
1992-06-22,sh.000003,上证B股指数,116.2,116.9,114.08,114.23,116.9,200000,164000.0,3,0.2,1,-2.284002,0.0,0.0,0.0,0.0,0
1992-06-23,sh.000003,上证B股指数,114.08,114.23,112.96,112.96,114.23,203000,164000.0,3,0.203,1,-1.111796,0.0,0.0,0.0,0.0,0
1992-06-24,sh.000003,上证B股指数,115.49,115.49,112.96,115.49,112.96,231000,189000.0,3,0.231,1,2.23973,0.0,0.0,0.0,0.0,0
1992-06-25,sh.000003,上证B股指数,115.49,116.9,115.49,116.9,115.49,122000,100000.0,3,0.122,1,1.220888,0.0,0.0,0.0,0.0,0
1992-06-26,sh.000003,上证B股指数,116.9,116.9,116.2,116.2,116.9,585000,483000.0,3,0.585,1,-0.598806,0.0,0.0,0.0,0.0,0
1992-06-29,sh.000003,上证B股指数,117.61,117.61,115.49,115.49,116.2,1720000,1413000.0,3,1.72,1,-0.611015,0.0,0.0,0.0,0.0,0
1992-06-30,sh.000003,上证B股指数,114.79,115.49,114.79,115.49,115.49,174000,142000.0,3,0.174,1,0.0,0.0,0.0,0.0,0.0,0
1992-07-01,sh.000003,上证B股指数,107.82,115.49,107.27,108.04,115.49,1588000,1236000.0,3,0.11763,1,-6.450772,0.0,0.0,0.0,0.0,0
1992-07-02,sh.000003,上证B股指数,106.83,112.64,101.26,102.03,108.04,1343000,1006000.0,3,0.099481,1,-5.562757,0.0,0.0,0.0,0.0,0
1992-07-03,sh.000003,上证B股指数,100.92,103.56,99.39,99.39,102.03,2456000,1722000.0,3,0.181926,1,-2.587474,0.0,0.0,0.0,0.0,0
1992-07-06,sh.000003,上证B股指数,97.09,102.46,96.31,96.7,99.39,835500,579000.0,3,0.061889,1,-2.706512,0.0,0.0,0.0,0.0,0
1992-07-07,sh.000003,上证B股指数,96.7,96.7,95.55,96.31,96.7,1327500,878000.0,3,0.098333,1,-0.403309,0.0,0.0,0.0,0.0,0
1992-07-08,sh.000003,上证B股指数,99.39,99.39,96.31,96.55,96.31,2356500,1547000.0,3,0.174556,1,0.249201,0.0,0.0,0.0,0.0,0
1992-07-09,sh.000003,上证B股指数,95.4,97.31,93.87,95.4,96.55,1144000,770000.0,3,0.084741,1,-1.191094,0.0,0.0,0.0,0.0,0
1992-07-10,sh.000003,上证B股指数,94.79,96.17,93.87,96.17,95.4,1291500,857000.0,3,0.095667,1,0.807124,0.0,0.0,0.0,0.0,0
1992-07-13,sh.000003,上证B股指数,95.4,102.3,94.02,95.02,96.17,1301500,887000.0,3,0.096407,1,-1.195801,0.0,0.0,0.0,0.0,0
1992-07-14,sh.000003,上证B股指数,95.02,100.0,94.02,95.02,95.02,1466000,999000.0,3,0.108593,1,0.0,0.0,0.0,0.0,0.0,0
1992-07-15,sh.000003,上证B股指数,94.33,95.02,93.94,94.33,95.02,705000,469000.0,3,0.052222,1,-0.726158,0.0,0.0,0.0,0.0,0
1992-07-16,sh.000003,上证B股指数,93.25,94.7,92.81,92.81,94.33,772000,503000.0,3,0.057185,1,-1.611369,0.0,0.0,0.0,0.0,0
1992-07-17,sh.000003,上证B股指数,92.41,97.18,92.03,97.18,92.81,3009000,1975000.0,3,0.222889,1,4.708548,0.0,0.0,0.0,0.0,0
1992-07-20,sh.000003,上证B股指数,93.7,98.7,93.7,94.33,97.18,1022000,686000.0,3,0.075704,1,-2.932701,0.0,0.0,0.0,0.0,0
1992-07-21,sh.000003,上证B股指数,93.09,94.17,92.79,93.56,94.33,1275000,865000.0,3,0.094444,1,-0.816288,0.0,0.0,0.0,0.0,0
1992-07-22,sh.000003,上证B股指数,93.74,94.05,93.19,93.8,93.56,1044000,730000.0,3,0.077333,1,0.256526,0.0,0.0,0.0,0.0,0
1992-07-23,sh.000003,上证B股指数,92.09,93.8,92.09,92.09,93.8,3136000,2095000.0,3,0.232296,1,-1.823035,0.0,0.0,0.0,0.0,0
1992-07-24,sh.000003,上证B股指数,91.42,92.64,91.42,91.73,92.09,1760000,1239000.0,3,0.13037,1,-0.390914,0.0,0.0,0.0,0.0,0
1992-07-27,sh.000003,上证B股指数,90.2,91.64,89.42,90.73,91.73,1038000,690000.0,3,0.076889,1,-1.090156,0.0,0.0,0.0,0.0,0
1992-07-28,sh.000003,上证B股指数,88.42,89.36,87.81,88.45,90.73,3550000,2151000.0,3,0.262963,1,-2.512958,0.0,0.0,0.0,0.0,0
1992-07-29,sh.000003,上证B股指数,86.84,88.45,84.24,85.42,88.45,3167500,1846000.0,3,0.23463,1,-3.425663,0.0,0.0,0.0,0.0,0
1992-07-30,sh.000003,上证B股指数,85.18,87.69,83.67,87.69,85.42,6556000,3836000.0,3,0.48563,1,2.657462,0.0,0.0,0.0,0.0,0
1992-07-31,sh.000003,上证B股指数,86.17,88.08,86.08,88.08,87.69,6146000,3888000.0,3,0.455259,1,0.444748,0.0,0.0,0.0,0.0,0
1992-08-03,sh.000003,上证B股指数,87.24,88.08,87.24,87.62,88.08,3101500,2124000.0,3,0.229741,1,-0.522251,0.0,0.0,0.0,0.0,0
1992-08-04,sh.000003,上证B股指数,87.38,87.78,86.94,87.78,87.62,2625000,1619000.0,3,0.194444,1,0.182602,0.0,0.0,0.0,0.0,0
1992-08-05,sh.000003,上证B股指数,87.73,88.14,87.43,88.14,87.78,2468000,1566000.0,3,0.12039,1,0.410117,0.0,0.0,0.0,0.0,0
1992-08-06,sh.000003,上证B股指数,87.88,88.14,87.66,87.97,88.14,2822000,1743000.0,3,0.137659,1,-0.192873,0.0,0.0,0.0,0.0,0
1992-08-07,sh.000003,上证B股指数,88.23,88.93,87.45,88.93,87.97,3399000,2088000.0,3,0.147783,1,1.09128,0.0,0.0,0.0,0.0,0
1992-08-10,sh.000003,上证B股指数,88.8,89.87,88.14,89.87,88.93,3635000,2342000.0,3,0.158043,1,1.057014,0.0,0.0,0.0,0.0,0
1992-08-11,sh.000003,上证B股指数,90.31,90.66,89.76,90.66,89.87,3341000,2030000.0,3,0.145261,1,0.879049,0.0,0.0,0.0,0.0,0
1992-08-12,sh.000003,上证B股指数,88.42,90.87,88.42,89.33,90.66,3486000,2169000.0,3,0.151565,1,-1.467022,0.0,0.0,0.0,0.0,0
1992-08-13,sh.000003,上证B股指数,89.24,89.84,88.98,89.79,89.33,1852000,1231000.0,3,0.080522,1,0.514944,0.0,0.0,0.0,0.0,0
1992-08-14,sh.000003,上证B股指数,89.36,89.79,88.88,88.99,89.79,1616000,1054000.0,3,0.063373,1,-0.890971,0.0,0.0,0.0,0.0,0
1992-08-17,sh.000003,上证B股指数,88.68,88.99,88.25,88.73,88.99,1494500,949000.0,3,0.058608,1,-0.292162,0.0,0.0,0.0,0.0,0
1992-08-18,sh.000003,上证B股指数,88.42,88.73,88.06,88.38,88.73,1368500,861000.0,3,0.053667,1,-0.394462,0.0,0.0,0.0,0.0,0
1992-08-19,sh.000003,上证B股指数,88.31,88.42,87.59,87.64,88.38,729000,464000.0,3,0.028588,1,-0.837291,0.0,0.0,0.0,0.0,0
1992-08-20,sh.000003,上证B股指数,87.04,90.01,82.56,86.91,87.64,10103000,7463000.0,3,0.396196,1,-0.832948,0.0,0.0,0.0,0.0,0
1992-08-21,sh.000003,上证B股指数,83.83,86.09,83.8,86.09,86.91,10025000,7399000.0,3,0.393137,1,-0.943513,0.0,0.0,0.0,0.0,0
1992-08-24,sh.000003,上证B股指数,84.01,86.3,83.34,85.01,86.09,2581000,1790000.0,3,0.101216,1,-1.254494,0.0,0.0,0.0,0.0,0
1992-08-25,sh.000003,上证B股指数,83.13,85.02,82.12,82.17,85.01,1908000,1220000.0,3,0.074824,1,-3.340788,0.0,0.0,0.0,0.0,0
1992-08-26,sh.000003,上证B股指数,81.97,83.06,81.25,83.06,82.17,5598000,3872000.0,3,0.219529,1,1.08312,0.0,0.0,0.0,0.0,0
1992-08-27,sh.000003,上证B股指数,83.2,83.45,80.26,81.74,83.06,536000,343000.0,3,0.02102,1,-1.589212,0.0,0.0,0.0,0.0,0
1992-08-28,sh.000003,上证B股指数,78.42,82.39,77.83,77.83,81.74,2982500,2702000.0,3,0.106518,1,-4.783455,0.0,0.0,0.0,0.0,0
1992-08-31,sh.000003,上证B股指数,77.83,77.84,76.31,77.7,77.83,1365000,1142000.0,3,0.04875,1,-0.167037,0.0,0.0,0.0,0.0,0
1992-09-01,sh.000003,上证B股指数,76.34,77.7,76.11,77.29,77.7,3757000,2774000.0,3,0.134179,1,-0.527665,0.0,0.0,0.0,0.0,0
1992-09-02,sh.000003,上证B股指数,75.99,77.36,74.93,75.72,77.29,2797000,2187000.0,3,0.099893,1,-2.03131,0.0,0.0,0.0,0.0,0
1992-09-03,sh.000003,上证B股指数,72.49,75.72,70.55,72.99,75.72,5506500,3473000.0,3,0.196661,1,-3.605392,0.0,0.0,0.0,0.0,0
1992-09-04,sh.000003,上证B股指数,71.5,72.99,70.95,71.75,72.99,2359000,1529000.0,3,0.08425,1,-1.69886,0.0,0.0,0.0,0.0,0
1992-09-07,sh.000003,上证B股指数,70.93,71.75,69.05,69.33,71.75,401000,216000.0,3,0.014321,1,-3.37282,0.0,0.0,0.0,0.0,0
1992-09-08,sh.000003,上证B股指数,69.33,69.33,63.96,63.99,69.33,345000,214000.0,3,0.012321,1,-7.702293,0.0,0.0,0.0,0.0,0
1992-09-09,sh.000003,上证B股指数,62.69,65.55,62.6,64.99,63.99,1635000,990000.0,3,0.058393,1,1.562738,0.0,0.0,0.0,0.0,0
1992-09-10,sh.000003,上证B股指数,64.95,65.29,64.09,64.51,64.99,1474000,853000.0,3,0.052643,1,-0.738569,0.0,0.0,0.0,0.0,0
1992-09-11,sh.000003,上证B股指数,64.02,65.56,63.22,65.56,64.51,1967000,1187000.0,3,0.07025,1,1.627648,0.0,0.0,0.0,0.0,0
1992-09-14,sh.000003,上证B股指数,64.45,65.91,64.43,65.91,65.56,2437000,1556000.0,3,0.087036,1,0.533872,0.0,0.0,0.0,0.0,0
1992-09-15,sh.000003,上证B股指数,63.95,66.48,63.74,66.48,65.91,2069000,1225000.0,3,0.073893,1,0.864815,0.0,0.0,0.0,0.0,0
1992-09-16,sh.000003,上证B股指数,66.05,66.48,63.96,66.01,66.48,2381000,1436000.0,3,0.085036,1,-0.706981,0.0,0.0,0.0,0.0,0
1992-09-17,sh.000003,上证B股指数,64.73,66.01,63.91,64.69,66.01,711000,404000.0,3,0.025393,1,-1.999696,0.0,0.0,0.0,0.0,0
1992-09-18,sh.000003,上证B股指数,65.27,65.72,64.03,64.16,64.69,1238000,717000.0,3,0.044214,1,-0.81929,0.0,0.0,0.0,0.0,0
1992-09-21,sh.000003,上证B股指数,64.11,64.8,64.11,64.7,64.16,390000,225000.0,3,0.013929,1,0.841635,0.0,0.0,0.0,0.0,0
1992-09-22,sh.000003,上证B股指数,64.34,65.24,64.34,64.86,64.7,834500,468000.0,3,0.029804,1,0.247301,0.0,0.0,0.0,0.0,0
1992-09-23,sh.000003,上证B股指数,64.76,64.88,64.53,64.63,64.86,933000,534000.0,3,0.033321,1,-0.354615,0.0,0.0,0.0,0.0,0
1992-09-24,sh.000003,上证B股指数,64.84,64.92,64.4,64.45,64.63,1715500,983000.0,3,0.061268,1,-0.278509,0.0,0.0,0.0,0.0,0
1992-09-25,sh.000003,上证B股指数,64.06,64.45,62.9,63.46,64.45,2903000,1505000.0,3,0.103679,1,-1.536071,0.0,0.0,0.0,0.0,0
1992-09-28,sh.000003,上证B股指数,62.82,63.66,62.62,63.66,63.46,2014000,1311000.0,3,0.071929,1,0.31516,0.0,0.0,0.0,0.0,0
1992-09-29,sh.000003,上证B股指数,63.17,63.66,62.68,62.79,63.66,1383400,763000.0,3,0.049407,1,-1.366634,0.0,0.0,0.0,0.0,0
1992-09-30,sh.000003,上证B股指数,62.91,62.91,62.21,62.39,62.79,3188000,1718000.0,3,0.113857,1,-0.637046,0.0,0.0,0.0,0.0,0
1992-10-05,sh.000003,上证B股指数,62.19,62.45,61.98,62.45,62.39,2118000,1478000.0,3,0.075643,1,0.096171,0.0,0.0,0.0,0.0,0
1992-10-06,sh.000003,上证B股指数,62.0,62.45,60.89,60.96,62.45,634000,333000.0,3,0.022643,1,-2.385911,0.0,0.0,0.0,0.0,0
1992-10-07,sh.000003,上证B股指数,60.96,61.93,59.37,59.52,60.96,1151000,623000.0,3,0.041107,1,-2.362202,0.0,0.0,0.0,0.0,0
1992-10-08,sh.000003,上证B股指数,59.17,59.52,58.97,59.38,59.52,1369000,736000.0,3,0.048893,1,-0.235214,0.0,0.0,0.0,0.0,0
1992-10-09,sh.000003,上证B股指数,58.84,59.38,58.09,58.79,59.38,1082400,584000.0,3,0.038657,1,-0.993601,0.0,0.0,0.0,0.0,0
1992-10-12,sh.000003,上证B股指数,58.9,59.22,58.57,58.57,58.79,1284000,659000.0,3,0.045857,1,-0.374215,0.0,0.0,0.0,0.0,0
1992-10-13,sh.000003,上证B股指数,58.52,58.61,57.81,58.23,58.57,2031000,991000.0,3,0.072536,1,-0.580502,0.0,0.0,0.0,0.0,0
1992-10-14,sh.000003,上证B股指数,58.24,58.56,57.43,58.09,58.23,858400,539000.0,3,0.030657,1,-0.240425,0.0,0.0,0.0,0.0,0
1992-10-15,sh.000003,上证B股指数,57.65,58.09,57.42,58.07,58.09,539000,369000.0,3,0.01925,1,-0.03443,0.0,0.0,0.0,0.0,0
1992-10-16,sh.000003,上证B股指数,57.9,58.87,57.83,57.99,58.07,721000,349000.0,3,0.02575,1,-0.137761,0.0,0.0,0.0,0.0,0
1992-10-19,sh.000003,上证B股指数,58.21,58.37,57.73,58.15,57.99,606000,404000.0,3,0.021643,1,0.275909,0.0,0.0,0.0,0.0,0
1992-10-20,sh.000003,上证B股指数,58.31,58.31,57.43,57.74,58.15,2207000,1215000.0,3,0.078821,1,-0.705073,0.0,0.0,0.0,0.0,0
1992-10-21,sh.000003,上证B股指数,57.41,57.97,57.39,57.43,57.74,977000,608000.0,3,0.034893,1,-0.536892,0.0,0.0,0.0,0.0,0
1992-10-22,sh.000003,上证B股指数,57.26,57.52,57.26,57.46,57.43,992000,477000.0,3,0.035429,1,0.052235,0.0,0.0,0.0,0.0,0
